date;file_name;rows_num;columns_num
2019-04-11 06:32:00.925081;FONOCOMPRAS 10.html;2976;31
2019-04-11 06:32:38.457989;GPL_SSAV 10.html;7680;31
2019-04-11 06:35:14.569797;GPL_SSBV 10.html;32736;31
2019-04-11 06:36:45.164591;NURSERYCC 10.html;9120;31
2019-04-11 06:37:54.576315;PILOTOSSAV 10.html;10464;31
2019-04-11 06:38:29.801021;SSAV 10.html;2496;31
2019-04-11 06:40:25.588472;SUSCRIPCION_BV 10.html;26976;31
2019-04-11 06:41:37.190682;TR_VENTA 10.html;7296;31
2019-04-11 06:42:13.423859;WEBFCHOGAR 10.html;3168;31
2019-04-11 08:29:52.545557;WEBFCMOVIL 02.html;5664;31
2019-04-11 08:30:43.000950;WEBFCMOVIL 03.html;5664;31
2019-04-11 08:31:36.586127;WEBFCMOVIL 04.html;5664;31
2019-04-11 08:33:26.956920;WEBFCMOVIL 06.html;5760;31
2019-04-11 08:34:18.058936;WEBFCMOVIL 07.html;5640;31
2019-04-11 08:35:27.482697;WEBFCMOVIL 08.html;5760;31
2019-04-11 08:36:23.427243;WEBFCMOVIL 09.html;5760;31
2019-04-11 08:37:01.243838;WEBFCMOVIL 10.html;5760;31
2019-04-11 09:09:11.635898;TIEMPO 20190410.html;4704;20
2019-04-11 09:09:34.130958;TRAFICO 20190410.html;4800;21
2019-04-12 09:05:23.049500;TIEMPO 20190411.html;4704;20
2019-04-12 09:06:13.292940;TRAFICO 20190411.html;4800;21
2019-04-12 09:09:02.500682;CCBV_RELLAMADOR 11.html;12384;31
2019-04-12 09:09:30.899462;FONOCOMPRAMOVILï¿½11.html;96;31
2019-04-12 09:09:43.098855;FONOCOMPRAS 11.html;2976;31
2019-04-12 09:10:17.995258;GPL_SSAV 11.html;7680;31
2019-04-12 09:12:43.947104;GPL_SSBV 11.html;32736;31
2019-04-12 09:13:55.548886;NURSERYCC 11.html;4512;31
2019-04-12 09:14:48.083181;PILOTOSSAV 11.html;10464;31
2019-04-12 09:15:32.177379;SSAV 11.html;3456;31
2019-04-12 09:16:12.919796;SUSCRIPCION_BV 11.html;5760;31
2019-04-12 09:16:55.146558;TR_VENTA 11.html;7296;31
2019-04-12 09:17:22.802394;WEBFCHOGAR 11.html;3168;31
2019-04-12 09:17:51.636088;WEBFCMOVIL 11.html;5760;31
2019-04-12 14:23:01.064094;WEBFCMOVIL 05.html;5760;31
2019-04-12 15:07:45.384220;WEBFCMOVIL 02.html;5664;31
2019-04-12 15:11:28.985128;WEBFCMOVIL 01.html;5664;31
2019-04-12 15:43:22.351162;WEBFCMOVIL 01.html;5664;31
2019-04-12 15:44:30.119732;WEBFCMOVIL 05.html;5760;31
2019-04-15 09:47:57.462453;TIEMPO 20190412.html;4704;20
2019-04-15 09:49:15.114032;TIEMPO 20190413.html;4704;20
2019-04-15 09:50:20.966435;TIEMPO 20190414.html;4704;20
2019-04-15 09:51:06.225488;TRAFICO 20190412.html;4800;21
2019-04-15 09:51:38.386131;TRAFICO 20190413.html;4800;21
2019-04-15 09:51:59.957050;TRAFICO 20190414.html;4800;21
2019-04-15 09:54:56.755037;CCBV_RELLAMADOR 12.html;12384;31
2019-04-15 09:57:12.931093;CCBV_RELLAMADOR 13.html;12384;31
2019-04-15 09:58:58.448869;CCBV_RELLAMADOR 14.html;12384;31
2019-04-15 09:59:38.793396;FONOCOMPRAMOVILï¿½12.html;96;31
2019-04-15 09:59:40.996012;FONOCOMPRAMOVILï¿½13.html;96;31
2019-04-15 09:59:42.292588;FONOCOMPRAMOVILï¿½14.html;96;31
2019-04-15 09:59:55.210202;FONOCOMPRAS 12.html;2976;31
2019-04-15 10:00:12.209806;FONOCOMPRAS 13.html;2976;31
2019-04-15 10:00:32.683349;FONOCOMPRAS 14.html;2976;31
2019-04-15 10:01:09.083813;GPL_SSAV 12.html;7680;31
2019-04-15 10:01:54.831289;GPL_SSAV 13.html;7680;31
2019-04-15 10:04:18.336601;GPL_SSBV 12.html;32736;31
2019-04-15 10:07:22.024592;GPL_SSBV 13.html;32736;31
2019-04-15 10:10:46.889325;GPL_SSBV 14.html;32736;31
2019-04-15 10:12:06.205598;NURSERYCC 12.html;4512;31
2019-04-15 10:12:34.076422;NURSERYCC 13.html;4608;31
2019-04-15 10:13:01.097739;NURSERYCC 14.html;4608;31
2019-04-15 10:13:51.009397;PILOTOSSAV 12.html;10464;31
2019-04-15 10:15:12.302147;PILOTOSSAV 13.html;10464;31
2019-04-15 10:16:18.886744;PILOTOSSAV 14.html;10464;31
2019-04-15 10:16:59.021099;SSAV 12.html;3456;31
2019-04-15 10:17:24.439022;SSAV 13.html;3456;31
2019-04-15 10:17:45.313811;SSAV 14.html;3456;31
2019-04-15 10:18:16.829263;SUSCRIPCION_BV 12.html;5760;31
2019-04-15 10:18:54.886790;SUSCRIPCION_BV 13.html;5856;31
2019-04-15 10:19:34.664648;SUSCRIPCION_BV 14.html;5856;31
2019-04-15 10:20:19.366606;TR_VENTA 12.html;7296;31
2019-04-15 10:21:13.058871;TR_VENTA 13.html;7296;31
2019-04-15 10:22:01.276357;TR_VENTA 14.html;7296;31
2019-04-15 10:22:27.895099;WEBFCHOGAR 12.html;3168;31
2019-04-15 10:22:48.130103;WEBFCHOGAR 13.html;3168;31
2019-04-15 10:23:08.177068;WEBFCHOGAR 14.html;3168;31
2019-04-15 10:23:59.271627;WEBFCMOVIL 12.html;5760;31
2019-04-15 10:24:48.721860;WEBFCMOVIL 13.html;5760;31
2019-04-15 10:25:31.720997;WEBFCMOVIL 14.html;5760;31
2019-04-17 15:38:04.955638;TIEMPO 20190415.html;4704;20
2019-04-17 15:39:28.607170;TIEMPO 20190416.html;4704;20
2019-04-17 15:40:24.708030;TRAFICO 20190415.html;4800;21
2019-04-17 15:40:48.050312;TRAFICO 20190416.html;4800;21
2019-04-20 13:22:59.654322;TIEMPO 20190417.html;4704;20
2019-04-20 13:24:01.306784;TIEMPO 20190418.html;4704;20
2019-04-20 13:24:51.317340;TIEMPO 20190419.html;4704;20
2019-04-20 13:25:11.440810;TRAFICO 20190417.html;4800;21
2019-04-20 13:25:42.927490;TRAFICO 20190418.html;4800;21
2019-04-20 13:26:03.239867;TRAFICO 20190419.html;4800;21
2019-04-20 13:40:55.698811;CCBV_RELLAMADOR 17.html;12384;31
2019-04-20 13:44:31.033363;CCBV_RELLAMADOR 17.html;12384;31
2019-04-20 13:45:54.121865;CCBV_RELLAMADOR 17.html;12384;31
2019-04-20 13:48:20.486366;CCBV_RELLAMADOR 17.html;12384;31
2019-04-20 14:27:29.131557;CCBV_RELLAMADOR 20190417.html;12384;31
2019-04-20 14:35:52.815817;CCBV_RELLAMADOR 20190418.html;12384;31
2019-04-20 14:43:30.654578;CCBV_RELLAMADOR 20190419.html;12384;31
2019-04-20 14:51:52.662319;FONOCOMPRAMOVIL 20190417.html;96;31
2019-04-20 15:03:54.691622;FONOCOMPRAMOVIL 20190418.html;96;31
2019-04-20 15:50:22.637952;FONOCOMPRAMOVIL 20190418.html;96;31
2019-04-20 16:00:47.624018;FONOCOMPRAMOVIL 20190418.html;96;31
2019-04-20 16:00:58.470970;FONOCOMPRAMOVIL 20190419.html;96;31
2019-04-20 16:01:11.511878;FONOCOMPRAS 20190417.html;2976;31
2019-04-20 16:01:29.805532;FONOCOMPRAS 20190418.html;2976;31
2019-04-20 16:01:48.477339;FONOCOMPRAS 20190419.html;2976;31
2019-04-20 16:02:27.974259;GPL_SSAV 20190417.html;7776;31
2019-04-20 16:03:16.298305;GPL_SSAV 20190418.html;7776;31
2019-04-20 16:04:03.206992;GPL_SSAV 20190419.html;7776;31
2019-04-20 16:06:37.755478;GPL_SSBV 20190417.html;32928;31
2019-04-20 16:09:50.962750;GPL_SSBV 20190418.html;32928;31
2019-04-20 16:13:10.688698;GPL_SSBV 20190419.html;32928;31
2019-04-20 16:14:19.457935;NURSERYCC 20190417.html;4896;31
2019-04-20 16:14:49.946171;NURSERYCC 20190418.html;4896;31
2019-04-20 16:15:19.684208;NURSERYCC 20190419.html;4896;31
2019-04-20 16:16:13.932376;PILOTOSSAV 20190417.html;10560;31
2019-04-20 16:17:26.540864;PILOTOSSAV 20190418.html;10560;31
2019-04-20 16:18:30.834693;PILOTOSSAV 20190419.html;10560;31
2019-04-20 16:19:02.387389;SSAV 20190417.html;3456;31
2019-04-20 16:19:28.629697;SSAV 20190418.html;3456;31
2019-04-20 16:19:52.303306;SSAV 20190419.html;3456;31
2019-04-20 16:20:27.490113;SUSCRIPCION_BV 20190417.html;6720;31
2019-04-20 16:21:13.699852;SUSCRIPCION_BV 20190418.html;6720;31
2019-04-20 16:21:59.108376;SUSCRIPCION_BV 20190419.html;6720;31
2019-04-20 16:22:44.508573;TR_VENTA 20190417.html;8064;31
2019-04-20 16:23:32.278268;TR_VENTA 20190418.html;8064;31
2019-04-20 16:24:21.315036;TR_VENTA 20190419.html;8064;31
2019-04-20 16:24:43.823287;WEBFCHOGAR 20190417.html;2304;31
2019-04-20 16:24:58.347839;WEBFCHOGAR 20190418.html;2304;31
2019-04-20 16:25:12.384091;WEBFCHOGAR 20190419.html;2304;31
2019-04-20 16:25:41.044633;WEBFCMOVIL 20190417.html;5760;31
2019-04-20 16:26:16.676850;WEBFCMOVIL 20190418.html;5760;31
2019-04-20 16:26:51.208931;WEBFCMOVIL 20190419.html;5760;31
2019-04-22 07:57:03.973596;TIEMPO 20190420.html;4704;20
2019-04-22 07:58:17.471896;TIEMPO 20190421.html;4704;20
2019-04-22 07:58:38.168138;TRAFICO 20190420.html;4800;21
2019-04-22 07:58:58.759618;TRAFICO 20190421.html;4800;21
2019-04-22 08:00:40.125356;CCBV_RELLAMADOR 20.html;12384;31
2019-04-22 08:01:58.876014;CCBV_RELLAMADOR 21.html;12384;31
2019-04-22 08:02:18.868938;FONOCOMPRAMOVIL 20.html;96;31
2019-04-22 08:02:19.677518;FONOCOMPRAMOVIL 21.html;96;31
2019-04-22 08:02:32.648082;FONOCOMPRAS 20.html;2976;31
2019-04-22 08:13:33.706158;CCBV_RELLAMADOR 20190420.html;12384;31
2019-04-22 08:14:57.181806;CCBV_RELLAMADOR 20190421.html;12384;31
2019-04-22 08:15:25.257764;FONOCOMPRAMOVIL 20190420.html;96;31
2019-04-22 08:15:26.302143;FONOCOMPRAMOVIL 20190421.html;96;31
2019-04-22 08:15:39.704234;FONOCOMPRAS 20190420.html;2976;31
2019-04-22 08:16:05.683537;FONOCOMPRAS 20190421.html;2976;31
2019-04-22 08:16:45.137405;GPL_SSAV 20190420.html;7776;31
2019-04-22 08:17:35.650772;GPL_SSAV 20190421.html;7776;31
2019-04-22 08:20:16.516817;GPL_SSBV 20190420.html;32928;31
2019-04-22 08:23:40.926194;GPL_SSBV 20190421.html;32928;31
2019-04-22 08:29:28.743520;NURSERYCC 20190420.html;4896;31
2019-04-22 08:30:33.314047;NURSERYCC 20190421.html;4896;31
2019-04-22 08:31:30.355668;PILOTOSSAV 20190420.html;10560;31
2019-04-22 08:32:35.145062;PILOTOSSAV 20190421.html;10560;31
2019-04-22 08:33:05.610811;SSAV 20190420.html;3456;31
2019-04-22 08:33:26.306160;SSAV 20190421.html;3456;31
2019-04-22 08:34:00.354285;SUSCRIPCION_BV 20190420.html;6720;31
2019-04-22 08:34:40.242264;SUSCRIPCION_BV 20190421.html;6720;31
2019-04-22 08:35:25.418428;TR_VENTA 20190420.html;8064;31
2019-04-22 08:36:12.240216;TR_VENTA 20190421.html;8064;31
2019-04-22 08:36:34.035994;WEBFCHOGAR 20190420.html;2304;31
2019-04-22 08:36:48.142706;WEBFCHOGAR 20190421.html;2304;31
2019-04-22 08:37:16.450840;WEBFCMOVIL 20190420.html;5760;31
2019-04-22 08:37:50.449255;WEBFCMOVIL 20190421.html;5760;31
2019-04-23 10:04:31.992002;CCBV_RELLAMADOR 20190422.html;12384;31
2019-04-23 10:08:10.325457;FONOCOMPRAMOVIL 20190422.html;96;31
2019-04-23 10:08:23.058757;FONOCOMPRAS 20190422.html;2976;31
2019-04-23 10:09:00.566171;GPL_SSAV 20190422.html;7776;31
2019-04-23 10:11:33.015515;GPL_SSBV 20190422.html;32928;31
2019-04-23 10:12:47.534163;NURSERYCC 20190422.html;4896;31
2019-04-23 10:13:41.191508;PILOTOSSAV 20190422.html;10560;31
2019-04-23 10:14:22.413611;SSAV 20190422.html;3456;31
2019-04-23 10:14:57.602663;SUSCRIPCION_BV 20190422.html;6720;31
2019-04-23 10:15:47.048515;TR_VENTA 20190422.html;8064;31
2019-04-23 10:16:20.294194;WEBFCHOGAR 20190422.html;2304;31
2019-04-23 10:16:49.149022;WEBFCMOVIL 20190422.html;5760;31
2019-04-23 10:31:22.754631;TIEMPO 20190422.html;4704;20
2019-04-23 10:31:59.910688;TRAFICO 20190422.html;4800;21
2019-04-24 10:02:32.713013;TIEMPO 20190423.html;4704;20
2019-04-24 10:02:59.473876;TRAFICO 20190423.html;4800;21
2019-04-24 21:37:45.945244;TIEMPO 20190407.html;4704;20
2019-04-24 22:07:20.115749;TIEMPO 20190407.html;4704;20
2019-04-25 08:49:22.575466;TIEMPO 20190424.html;4704;20
2019-04-25 08:49:37.029906;TRAFICO 20190424.html;4800;21
2019-04-25 09:09:41.020001;TIEMPO 20190423.html;4704;20
2019-04-25 09:10:26.058374;TIEMPO 20190424.html;4704;20
2019-04-25 09:10:52.976406;TRAFICO 20190423.html;4800;21
2019-04-25 09:11:30.178442;TRAFICO 20190424.html;4800;21
2019-04-25 13:59:35.217463;TRAFICO 20190424.html;4800;21
2019-04-25 14:40:52.460060;TRAFICO 20190424.html;4800;21
2019-04-25 14:46:35.465836;TRAFICO 20190424.html;4800;21
2019-04-25 14:56:18.244597;TRAFICO 20190424.html;4800;21
2019-04-26 08:23:29.275774;TIEMPO 20190425.html;4704;20
2019-04-26 08:23:58.600414;TRAFICO 20190425.html;4800;21
2019-04-26 08:26:48.749584;CCBV_RELLAMADOR 20190425.html;12096;31
2019-04-26 08:27:24.544294;FONOCOMPRAMOVIL 20190425.html;96;31
2019-04-26 08:27:41.366349;FONOCOMPRAS 20190425.html;2976;31
2019-04-26 08:28:22.627543;GPL_SSAV 20190425.html;7776;31
2019-04-26 08:31:41.663692;GPL_SSBV 20190425.html;36288;31
2019-04-26 08:32:59.490768;NURSERYCC 20190425.html;4704;31
2019-04-26 08:33:53.914154;PILOTOSSAV 20190425.html;10560;31
2019-04-26 08:34:27.012390;SSAV 20190425.html;3456;31
2019-04-26 08:35:06.942132;SUSCRIPCION_BV 20190425.html;6816;31
2019-04-26 08:37:05.626116;TR_VENTA 20190425.html;8064;31
2019-04-26 08:37:29.013403;WEBFCHOGAR 20190425.html;2304;31
2019-04-26 08:37:57.983791;WEBFCMOVIL 20190425.html;5760;31
2019-04-28 10:39:31.501056;TIEMPO 20190426.html;4704;20
2019-04-28 10:39:55.319969;TRAFICO 20190426.html;4800;21
2019-04-28 10:43:24.944545;CCBV_RELLAMADOR 20190426.html;12096;31
2019-04-28 10:43:53.187958;FONOCOMPRAMOVIL 20190426.html;96;31
2019-04-28 10:45:04.989434;FONOCOMPRAS 20190426.html;2976;31
